Price,Min Nights,No of Reviews,Reviews Per Month,Calculated Host Listings,Availability,Neighbourhood Group Code,Room Type Code,Clusters,Cluster
225,2,6,1.78,1,140,3,1,0,rose
75,3,12,2.59,3,38,2,2,0,rose
200,5,1,0.24,1,10,2,1,0,rose
329,2,0,0.0,4,90,1,1,0,rose
329,2,0,0.0,4,90,1,1,0,rose
319,2,0,0.0,4,90,1,1,0,rose
70,1,1,1.0,5,358,2,2,3,black
74,1,2,0.42,5,359,2,2,3,black
125,30,3,0.68,1,311,2,1,3,black
119,30,0,0.0,1,365,2,1,3,black
70,1,5,1.23,5,359,2,2,3,black
300,5,2,0.46,1,0,1,1,0,rose
200,1,0,0.0,1,364,3,1,3,black
332,1,0,0.0,6,330,1,2,3,black
99,2,11,2.12,1,22,2,1,0,rose
775,1,0,0.0,6,328,1,2,2,purple
50,1,11,2.26,4,323,4,2,3,black
399,30,0,0.0,5,364,1,1,3,black
29,30,0,0.0,207,56,3,2,0,rose
39,1,7,1.48,1,339,3,2,3,black
382,1,0,0.0,6,327,1,2,3,black
99,30,0,0.0,1,365,4,1,3,black
582,1,0,0.0,6,330,1,2,3,black
231,3,7,1.84,1,25,1,1,0,rose
29,30,0,0.0,192,56,3,2,0,rose
240,28,1,0.31,1,64,2,1,0,rose
227,5,15,3.1,1,9,1,1,0,rose
232,5,16,3.48,1,3,1,1,0,rose
232,1,2,0.38,6,328,1,2,3,black
80,3,4,0.81,1,89,1,2,0,rose
119,1,12,2.42,1,64,3,1,0,rose
119,2,18,4.43,2,56,2,1,0,rose
169,1,30,6.72,2,51,2,1,0,rose
86,3,0,0.0,1,365,3,2,3,black
125,30,0,0.0,1,309,2,1,3,black
199,1,8,1.54,1,128,2,1,0,rose
298,3,9,2.01,2,0,1,1,0,rose
56,2,23,5.66,2,293,3,2,3,black
253,31,0,0.0,526,326,1,1,3,black
331,31,0,0.0,526,308,1,1,3,black
145,2,13,2.89,1,317,3,1,3,black
89,2,5,1.01,3,4,2,2,0,rose
340,30,0,0.0,1,179,3,1,3,black
175,2,5,1.01,3,180,3,1,3,black
568,3,22,4.2,18,153,1,1,3,black
350,2,1,1.0,3,365,3,1,3,black
109,30,1,0.27,28,305,1,2,3,black
80,1,0,0.0,4,364,4,2,3,black
106,30,0,0.0,1,144,3,1,0,rose
67,1,26,5.17,7,342,1,2,3,black
49,30,1,0.38,3,365,4,2,3,black
249,2,2,0.5,3,64,2,2,0,rose
102,2,6,1.34,53,364,1,2,3,black
79,2,9,3.75,1,92,2,1,0,rose
195,1,4,0.74,18,251,1,1,3,black
98,2,4,1.43,1,147,2,2,0,rose
189,2,4,0.82,53,361,1,1,3,black
184,30,0,0.0,159,271,1,1,3,black
41,90,0,0.0,394,186,2,2,3,black
109,2,2,0.67,53,365,1,2,3,black
83,1,6,1.22,1,88,3,2,0,rose
123,1,11,2.12,2,364,4,1,3,black
64,3,18,3.42,3,61,2,2,0,rose
30,90,0,0.0,394,34,2,2,0,rose
50,2,4,0.88,6,186,2,2,3,black
35,90,0,0.0,394,309,2,2,3,black
231,2,11,2.23,6,289,3,1,3,black
189,2,6,1.41,53,365,1,1,3,black
115,2,9,1.9,53,365,1,2,3,black
70,1,22,4.34,7,327,1,2,3,black
128,2,7,1.42,2,56,4,1,0,rose
41,30,0,0.0,394,33,2,2,0,rose
37,90,0,0.0,394,31,2,2,0,rose
62,1,33,6.27,7,333,1,2,3,black
285,2,22,4.46,1,138,1,1,0,rose
229,5,3,1.03,1,293,2,1,3,black
96,2,9,1.85,53,352,1,1,3,black
103,2,10,2.01,53,349,1,1,3,black
34,14,0,0.0,3,365,3,2,3,black
159,1,3,0.6,4,361,1,2,3,black
72,1,24,4.9,7,334,1,2,3,black
175,4,0,0.0,2,364,3,1,3,black
36,90,0,0.0,394,217,2,2,3,black
144,2,0,0.0,2,90,3,2,0,rose
100,1,2,0.41,2,0,2,2,0,rose
189,1,7,1.42,4,358,1,2,3,black
224,5,2,0.47,1,51,2,1,0,rose
266,2,10,2.21,6,328,3,1,3,black
160,5,0,0.0,1,34,1,1,0,rose
143,1,16,3.08,2,326,1,1,3,black
83,2,24,4.71,1,63,5,1,0,rose
120,3,4,0.85,3,0,1,2,0,rose
950,2,23,4.6,2,220,2,1,2,purple
140,30,0,0.0,159,364,1,1,3,black
1136,1,0,0.0,120,243,1,1,2,purple
70,30,0,0.0,1,364,3,2,3,black
113,30,1,0.33,3,89,3,1,0,rose
170,2,16,3.29,1,279,2,1,3,black
225,8,1,1.0,1,32,2,1,0,rose
202,1,12,2.43,3,155,2,1,0,rose
120,1,1,0.25,3,64,2,2,0,rose
268,30,0,0.0,1,29,2,1,0,rose
90,1,8,1.54,1,365,4,2,3,black
366,1,0,0.0,107,142,1,2,3,black
130,8,8,1.49,3,131,2,2,0,rose
213,1,0,0.0,107,351,1,2,3,black
213,1,0,0.0,107,351,1,2,3,black
187,2,9,2.01,53,365,1,1,3,black
134,2,8,1.62,53,364,1,1,3,black
100,1,3,0.63,3,362,2,2,3,black
1162,1,0,0.0,107,345,1,2,2,purple
1135,1,0,0.0,107,346,1,2,2,purple
1086,1,0,0.0,107,0,1,2,2,purple
1086,1,0,0.0,107,0,1,2,2,purple
1086,1,0,0.0,107,0,1,2,2,purple
286,1,0,0.0,120,356,1,2,3,black
130,1,40,8.05,1,342,4,1,3,black
119,2,7,1.42,2,363,3,2,3,black
82,3,0,0.0,4,25,2,2,0,rose
82,2,4,1.0,6,83,5,2,0,rose
110,30,0,0.0,63,248,1,1,3,black
1124,1,0,0.0,107,346,1,2,2,purple
286,1,0,0.0,120,356,1,2,3,black
1097,1,0,0.0,107,348,1,2,2,purple
284,1,0,0.0,120,359,1,2,3,black
991,1,0,0.0,107,345,1,2,2,purple
999,1,0,0.0,107,344,1,2,2,purple
991,1,0,0.0,107,344,1,2,2,purple
286,1,0,0.0,120,350,1,2,3,black
286,1,0,0.0,120,350,1,2,3,black
872,1,0,0.0,107,348,1,2,2,purple
852,1,0,0.0,107,349,1,2,2,purple
568,1,0,0.0,120,243,1,1,3,black
568,1,0,0.0,120,243,1,1,3,black
568,1,0,0.0,120,243,1,1,3,black
589,4,7,1.48,1,157,2,1,3,black
450,3,3,1.27,1,0,2,1,0,rose
507,1,0,0.0,120,243,1,2,3,black
515,1,0,0.0,120,243,1,2,3,black
507,1,0,0.0,120,243,1,2,3,black
130,7,3,0.68,1,90,3,2,0,rose
889,1,0,0.0,17,0,1,2,2,purple
126,5,2,0.95,1,112,2,2,0,rose
75,2,3,0.8,2,0,2,2,0,rose
140,30,0,0.0,2,180,2,1,3,black
175,2,10,2.75,1,0,2,1,0,rose
100,1,1,0.47,3,362,2,2,3,black
130,2,4,0.89,6,85,5,2,0,rose
175,1,3,0.6,1,247,2,2,3,black
100,1,1,0.47,3,362,2,2,3,black
150,1,1,0.19,2,364,3,2,3,black
586,2,14,3.07,1,345,1,1,3,black
1200,1,1,0.19,1,0,2,1,2,purple
513,1,6,1.27,7,365,1,1,3,black
77,3,5,1.28,2,35,2,2,0,rose
99,5,0,0.0,1,365,4,2,3,black
120,30,0,0.0,1,157,1,1,0,rose
250,2,2,0.41,6,83,5,2,0,rose
115,28,0,0.0,3,4,3,2,0,rose
59,30,1,1.0,1,31,2,1,0,rose
138,2,12,3.21,1,61,3,2,0,rose
100,1,11,3.51,1,29,2,1,0,rose
160,4,0,0.0,1,0,1,2,0,rose
60,6,1,0.21,2,270,1,3,3,black
143,30,1,0.4,1,252,1,1,3,black
70,2,8,1.68,3,77,2,2,0,rose
390,1,1,0.46,1,77,1,1,0,rose
70,1,1,1.0,5,361,3,2,3,black
268,3,1,0.44,3,356,3,1,3,black
236,1,18,3.62,2,188,3,1,3,black
183,30,1,0.25,2,224,1,1,3,black
54,3,3,0.71,5,180,5,2,3,black
399,2,13,2.64,1,313,2,1,3,black
394,31,0,0.0,526,364,1,1,3,black
43,4,13,2.65,1,340,2,2,3,black
400,2,4,0.9,2,364,2,1,3,black
149,60,0,0.0,1,0,1,2,0,rose
143,1,0,0.0,1,0,4,1,0,rose
300,1,7,1.3,3,44,2,1,0,rose
100,2,2,0.4,3,365,2,2,3,black
62,30,2,0.91,2,184,4,1,3,black
305,14,5,1.04,1,2,1,1,0,rose
600,3,2,0.83,1,24,1,1,0,rose
76,1,1,0.23,4,364,4,2,3,black
125,2,12,2.98,1,157,5,1,0,rose
189,3,12,2.34,4,205,1,1,3,black
69,1,1,0.23,4,364,4,2,3,black
178,2,10,2.13,4,309,2,1,3,black
216,30,2,2.0,41,284,1,1,3,black
400,1,10,1.89,3,297,1,1,3,black
160,1,8,1.79,1,362,2,1,3,black
84,1,43,8.66,2,12,4,1,0,rose
129,5,2,0.47,3,362,3,1,3,black
195,3,7,1.42,2,59,2,1,0,rose
217,2,37,7.12,76,363,1,2,3,black
38,30,1,0.39,192,39,2,2,0,rose
178,2,10,2.01,6,65,1,2,0,rose
200,1,0,0.0,1,365,3,1,3,black
600,1,1,0.22,1,363,2,1,3,black
140,30,0,0.0,1,179,2,1,3,black
490,2,11,2.2,2,0,2,1,0,rose
598,2,4,1.3,6,89,1,1,0,rose
339,1,8,1.59,5,145,1,1,0,rose
242,2,2,0.47,76,363,1,2,3,black
198,2,9,1.81,6,46,1,2,0,rose
140,3,4,1.69,2,16,2,1,0,rose
500,3,3,0.57,5,364,1,2,3,black
314,7,3,0.64,1,3,2,1,0,rose
99,1,1,0.23,1,365,3,2,3,black
88,6,0,0.0,1,365,4,2,3,black
195,30,1,0.24,1,365,1,1,3,black
130,1,0,0.0,1,365,3,2,3,black
205,2,28,5.38,76,340,1,2,3,black
175,30,0,0.0,1,358,3,1,3,black
314,30,0,0.0,1,365,1,1,3,black
160,2,13,4.29,1,319,3,1,3,black
387,2,0,0.0,76,345,1,2,3,black
282,1,2,0.47,6,330,1,2,3,black
183,1,7,2.26,10,237,1,2,3,black
330,2,1,0.19,76,360,1,2,3,black
90,1,8,2.61,1,296,3,1,3,black
376,2,4,0.81,76,350,1,2,3,black
120,1,7,1.42,3,364,2,1,3,black
103,2,8,1.67,5,90,1,2,0,rose
68,30,1,0.39,3,234,1,2,3,black
199,2,6,1.27,1,357,2,1,3,black
100,1,0,0.0,1,88,2,2,0,rose
121,3,10,6.52,1,161,4,1,0,rose
110,14,1,0.26,1,0,3,1,0,rose
331,31,0,0.0,526,314,1,1,3,black
276,31,0,0.0,526,142,1,1,3,black
85,1,22,4.46,2,137,3,1,0,rose
46,30,0,0.0,2,365,3,2,3,black
46,30,0,0.0,5,349,2,2,3,black
46,30,0,0.0,2,336,3,2,3,black
46,30,0,0.0,5,345,2,2,3,black
37,30,0,0.0,5,349,2,2,3,black
46,30,0,0.0,5,127,2,2,0,rose
46,30,0,0.0,5,340,2,2,3,black
150,30,1,0.46,1,277,1,1,3,black
160,1,18,4.58,4,38,4,1,0,rose
160,3,1,0.35,1,365,1,2,3,black
200,3,4,1.2,2,12,2,1,0,rose
136,4,1,0.48,1,192,2,1,3,black
42,4,5,1.3,13,231,2,2,3,black
815,1,0,0.0,107,0,1,2,2,purple
815,1,0,0.0,107,0,1,2,2,purple
853,3,14,2.96,1,292,1,1,2,purple
843,1,0,0.0,107,348,1,2,2,purple
823,1,0,0.0,107,349,1,2,2,purple
843,1,0,0.0,107,348,1,2,2,purple
215,3,3,0.68,1,61,3,1,0,rose
130,30,0,0.0,10,364,2,2,3,black
89,2,5,1.06,1,25,2,2,0,rose
175,30,1,0.5,1,282,1,1,3,black
170,2,10,2.03,1,358,4,1,3,black
132,2,8,1.71,1,114,3,1,0,rose
365,1,1,0.23,2,216,2,1,3,black
240,2,1,0.26,3,0,2,1,0,rose
52,2,25,4.84,5,69,3,2,0,rose
264,1,0,0.0,2,356,2,2,3,black
367,1,0,0.0,3,0,1,2,0,rose
504,1,0,0.0,4,0,1,2,0,rose
658,1,24,4.86,2,293,1,1,3,black
84,1,4,0.94,1,70,1,2,0,rose
286,1,0,0.0,120,350,1,2,3,black
366,1,0,0.0,107,142,1,2,3,black
150,3,9,2.93,3,42,3,1,0,rose
213,1,0,0.0,107,351,1,2,3,black
815,1,0,0.0,107,0,1,2,2,purple
154,1,13,3.25,1,23,2,1,0,rose
175,30,0,0.0,1,358,2,1,3,black
168,4,3,0.6,1,184,5,1,3,black
219,3,6,1.22,7,338,3,2,3,black
130,30,3,0.66,3,243,1,1,3,black
273,1,0,0.0,107,157,1,2,3,black
273,1,0,0.0,107,157,1,2,3,black
271,1,0,0.0,107,157,1,2,3,black
95,1,1,0.46,1,89,4,2,0,rose
159,1,3,0.61,4,358,1,2,3,black
1175,30,0,0.0,2,365,1,1,2,purple
1179,30,0,0.0,2,364,1,1,2,purple
150,1,0,0.0,1,179,3,2,3,black
135,3,15,2.87,1,0,2,1,0,rose
136,1,9,2.01,4,158,2,1,0,rose
139,30,6,1.61,7,206,1,1,3,black
150,3,5,1.01,2,365,2,1,3,black
257,2,34,6.94,1,151,2,1,0,rose
210,15,1,0.83,3,0,2,1,0,rose
48,18,1,0.25,3,1,2,2,0,rose
150,15,2,0.65,1,365,3,1,3,black
140,5,1,0.5,2,336,2,1,3,black
191,3,12,2.5,18,82,1,1,0,rose
170,2,12,2.5,1,87,2,1,0,rose
123,1,4,1.36,1,0,2,1,0,rose
200,1,3,0.6,1,51,1,1,0,rose
35,30,0,0.0,207,56,1,2,0,rose
135,2,12,2.32,1,43,2,1,0,rose
100,30,0,0.0,1,365,2,2,3,black
70,3,1,0.46,2,309,3,3,3,black
400,1,0,0.0,1,365,2,1,3,black
90,1,2,0.4,1,365,2,2,3,black
91,2,8,1.61,3,310,3,2,3,black
39,30,3,0.79,192,56,1,2,0,rose
219,2,6,1.22,7,315,3,1,3,black
86,2,5,1.11,3,314,3,2,3,black
40,30,0,0.0,1,309,5,2,3,black
164,1,2,0.86,2,365,3,1,3,black
196,3,13,2.62,2,107,1,1,0,rose
105,2,14,2.73,1,297,2,1,3,black
164,10,5,0.98,1,86,1,1,0,rose
31,30,0,0.0,207,56,1,2,0,rose
31,30,0,0.0,192,56,1,2,0,rose
186,3,9,1.81,1,338,2,1,3,black
90,30,0,0.0,1,0,3,1,0,rose
125,30,1,0.36,1,240,2,1,3,black
120,2,7,1.41,1,142,2,2,0,rose
37,30,0,0.0,207,0,1,2,0,rose
43,30,0,0.0,192,14,1,2,0,rose
53,1,0,0.0,2,360,1,2,3,black
64,1,1,0.23,2,47,3,2,0,rose
30,30,0,0.0,207,56,1,2,0,rose
30,30,0,0.0,192,24,1,2,0,rose
198,4,1,0.21,2,66,1,1,0,rose
277,3,13,2.53,4,171,1,1,3,black
500,10,1,0.43,1,36,2,1,0,rose
199,1,18,3.8,1,335,3,1,3,black
43,30,0,0.0,192,26,1,2,0,rose
136,30,4,1.19,1,29,2,1,0,rose
87,5,8,1.63,2,315,4,1,3,black
133,1,1,0.3,1,84,1,1,0,rose
129,2,2,0.74,1,81,1,2,0,rose
213,1,13,2.85,1,342,5,1,3,black
284,3,5,1.02,1,323,3,1,3,black
113,2,9,1.84,1,329,2,2,3,black
53,2,7,1.42,1,360,3,2,3,black
251,3,7,1.64,1,216,1,1,3,black
200,1,9,1.81,2,278,1,1,3,black
90,4,2,0.53,9,345,1,2,3,black
202,1,12,2.67,4,159,2,1,0,rose
69,1,9,3.0,1,80,3,2,0,rose
168,2,39,7.85,3,109,1,1,0,rose
250,1,3,0.66,1,180,2,1,3,black
119,1,7,1.71,4,353,2,1,3,black
242,31,0,0.0,526,310,1,1,3,black
185,30,0,0.0,1,365,1,1,3,black
297,31,0,0.0,526,251,1,1,3,black
260,31,0,0.0,526,339,1,1,3,black
105,30,1,0.24,3,0,2,2,0,rose
75,30,1,0.24,3,365,2,2,3,black
54,31,0,0.0,1,90,2,2,0,rose
3143,5,0,0.0,1,180,1,1,2,purple
300,30,2,0.49,4,150,1,1,0,rose
198,4,22,4.34,5,260,2,1,3,black
199,1,22,4.85,2,4,1,1,0,rose
60,1,12,2.5,13,88,3,2,0,rose
671,2,30,5.84,1,291,1,1,3,black
3600,1,0,0.0,11,365,2,1,2,purple
75,30,0,0.0,5,300,3,1,3,black
220,30,1,0.36,1,285,2,1,3,black
90,2,1,0.44,1,359,3,2,3,black
45,30,0,0.0,4,90,2,2,0,rose
65,2,13,2.95,2,278,2,2,3,black
980,30,0,0.0,3,365,2,1,2,purple
121,1,25,7.01,1,262,3,1,3,black
106,2,0,0.0,1,180,3,1,3,black
1186,6,3,0.71,1,287,1,1,2,purple
253,2,8,1.76,1,28,1,1,0,rose
115,1,7,1.47,18,356,1,3,3,black
544,1,0,0.0,2,358,3,1,3,black
117,2,8,1.89,1,231,1,2,3,black
450,30,0,0.0,2,0,1,1,0,rose
193,3,9,2.08,6,77,2,1,0,rose
186,3,4,0.81,2,365,2,1,3,black
318,1,0,0.0,2,365,3,1,3,black
172,2,18,4.78,1,67,2,1,0,rose
258,1,6,6.0,1,310,4,1,3,black
370,1,1,0.27,3,365,1,3,3,black
72,28,8,1.61,3,30,1,2,0,rose
142,31,1,0.24,4,166,1,1,0,rose
210,30,0,0.0,17,365,1,1,3,black
86,1,0,0.0,1,364,2,2,3,black
35,30,2,0.82,1,340,4,2,3,black
1850,1,0,0.0,11,365,2,1,2,purple
89,3,2,0.6,1,365,3,1,3,black
150,3,3,0.63,1,3,2,2,0,rose
98,3,8,2.11,1,113,3,1,0,rose
79,1,1,0.21,1,365,1,2,3,black
203,1,1,0.25,4,35,1,1,0,rose
250,2,3,0.66,2,364,2,1,3,black
306,1,9,1.82,4,304,2,1,3,black
136,1,32,6.44,3,62,4,1,0,rose
150,2,1,0.86,1,11,1,1,0,rose
319,1,0,0.0,3,361,1,1,3,black
158,1,18,3.6,1,84,2,1,0,rose
83,1,1,1.0,1,361,4,1,3,black
675,2,5,1.6,1,0,1,1,0,rose
289,3,1,0.25,6,288,1,1,3,black
146,3,1,0.22,2,354,2,1,3,black
92,30,2,0.46,4,77,2,2,0,rose
288,3,7,1.65,1,97,3,1,0,rose
249,2,4,1.17,5,197,3,1,3,black
50,3,1,0.35,3,90,4,2,0,rose
300,5,0,0.0,1,95,2,1,0,rose
217,5,8,1.7,1,191,1,1,3,black
90,30,0,0.0,1,62,2,1,0,rose
111,4,5,1.15,1,176,2,1,3,black
180,30,1,1.0,10,209,1,1,3,black
116,30,1,1.0,5,364,3,1,3,black
93,3,10,2.48,1,356,3,1,3,black
248,31,0,0.0,526,209,1,1,3,black
126,3,11,3.14,1,140,3,1,0,rose
216,31,0,0.0,526,365,1,1,3,black
258,2,10,2.08,6,127,1,1,0,rose
300,1,0,0.0,8,303,4,1,3,black
91,1,5,1.01,2,362,3,1,3,black
169,2,6,1.22,2,156,1,1,0,rose
216,2,2,0.61,1,364,3,1,3,black
300,1,0,0.0,1,358,3,1,3,black
1964,1,0,0.0,2,0,1,1,2,purple
275,3,11,2.29,1,30,2,1,0,rose
98,2,3,0.97,2,90,3,1,0,rose
90,2,0,0.0,3,0,2,2,0,rose
95,1,24,4.8,2,208,1,2,3,black
399,5,0,0.0,1,365,2,1,3,black
490,2,4,2.67,1,78,1,1,0,rose
170,30,0,0.0,1,88,1,1,0,rose
275,1,4,0.81,2,0,1,1,0,rose
1950,1,0,0.0,11,365,1,1,2,purple
77,1,2,0.42,4,306,2,2,3,black
1620,2,14,3.11,1,361,1,1,2,purple
220,1,6,1.26,1,156,3,2,0,rose
76,1,3,0.63,4,333,2,2,3,black
800,2,0,0.0,1,96,1,2,2,purple
150,1,13,2.62,1,365,2,1,3,black
130,20,0,0.0,3,15,2,1,0,rose
3000,1,0,0.0,5,365,2,1,2,purple
140,1,13,2.62,1,90,3,1,0,rose
100,30,0,0.0,1,0,2,2,0,rose
168,1,0,0.0,1,0,1,1,0,rose
110,1,2,0.59,7,270,3,2,3,black
293,2,0,0.0,10,34,1,1,0,rose
279,7,1,0.48,9,365,3,1,3,black
175,28,0,0.0,2,339,2,1,3,black
67,1,3,0.6,4,329,2,2,3,black
49,1,6,1.2,7,358,2,2,3,black
600,2,13,3.22,1,103,2,1,0,rose
125,1,43,8.66,2,49,2,1,0,rose
48,1,15,2.96,2,86,2,2,0,rose
201,7,7,1.67,1,137,1,1,0,rose
438,1,1,0.46,5,357,3,1,3,black
75,1,1,0.25,1,364,3,2,3,black
120,2,7,1.57,2,322,2,2,3,black
104,1,17,3.42,1,365,3,2,3,black
60,30,0,0.0,1,365,2,2,3,black
366,5,16,3.66,1,0,1,1,0,rose
107,2,1,1.0,1,167,2,1,0,rose
60,1,6,1.22,4,335,3,2,3,black
100,30,0,0.0,2,364,4,1,3,black
50,1,4,0.85,4,350,3,2,3,black
98,5,0,0.0,1,0,2,1,0,rose
175,30,0,0.0,1,365,1,1,3,black
44,2,24,4.8,5,75,3,2,0,rose
87,1,6,1.57,2,228,1,2,3,black
222,5,4,0.85,15,325,2,1,3,black
26,30,0,0.0,1,365,5,2,3,black
447,30,0,0.0,1,0,1,1,0,rose
239,4,12,2.54,2,119,2,1,0,rose
37,30,0,0.0,14,364,3,2,3,black
165,30,2,0.67,2,301,4,1,3,black
37,30,0,0.0,14,364,3,2,3,black
134,30,0,0.0,159,317,1,1,3,black
53,1,17,3.52,1,313,3,2,3,black
267,2,14,3.11,1,333,3,1,3,black
61,30,0,0.0,1,0,2,2,0,rose
561,1,9,1.91,2,221,1,1,3,black
99,1,1,0.23,7,264,3,2,3,black
509,1,34,6.85,1,143,1,1,3,black
280,1,9,2.25,1,145,2,1,0,rose
350,1,0,0.0,1,0,2,1,0,rose
921,1,4,0.85,4,360,1,2,2,purple
282,31,0,0.0,526,343,2,1,3,black
198,31,0,0.0,526,365,2,1,3,black
319,31,0,0.0,526,331,1,1,3,black
1502,1,0,0.0,2,365,2,1,2,purple
260,10,1,0.79,1,0,3,1,0,rose
161,1,17,4.43,1,244,2,1,3,black
350,2,1,0.47,13,90,1,1,0,rose
9999,1,0,0.0,1,364,3,1,1,pink
200,1,2,0.59,1,0,1,1,0,rose
199,2,6,1.21,1,34,1,1,0,rose
250,3,5,1.67,1,134,1,1,0,rose
3143,1,0,0.0,1,358,1,1,2,purple
150,2,6,1.23,1,360,1,1,3,black
99,1,21,4.74,1,3,2,2,0,rose
36,1,7,1.47,3,87,4,2,0,rose
119,3,2,0.42,2,365,2,1,3,black
69,2,19,4.01,1,352,1,2,3,black
180,3,4,0.83,3,89,3,1,0,rose
376,3,19,3.9,4,224,2,1,3,black
55,3,7,1.54,2,111,3,2,0,rose
180,2,12,2.4,1,328,4,1,3,black
229,1,18,4.22,1,327,3,1,3,black
150,3,16,3.33,1,75,2,1,0,rose
62,1,17,3.52,1,345,5,2,3,black
96,3,7,1.86,1,115,3,1,0,rose
120,30,1,0.53,2,310,3,1,3,black
136,3,14,2.98,1,160,2,1,0,rose
396,1,3,0.74,1,80,1,1,0,rose
153,1,11,2.29,2,362,4,1,3,black
69,3,13,2.75,25,323,1,2,3,black
211,30,0,0.0,1,1,2,1,0,rose
125,5,1,0.47,3,278,1,2,3,black
70,3,3,0.63,2,353,1,2,3,black
4100,1,0,0.0,11,365,1,1,2,purple
211,1,19,3.83,3,329,2,1,3,black
65,3,18,3.8,25,313,1,2,3,black
300,31,0,0.0,1,365,1,2,3,black
65,1,7,1.44,4,348,3,2,3,black
186,2,7,1.48,3,82,4,1,0,rose
200,3,9,2.37,1,67,2,1,0,rose
58,2,5,1.63,1,17,1,2,0,rose
64,3,10,2.5,1,28,2,2,0,rose
93,1,21,4.38,1,364,4,2,3,black
80,3,18,3.78,25,299,1,2,3,black
207,1,3,0.8,17,329,1,1,3,black
150,30,1,0.4,2,364,1,1,3,black
201,4,12,2.63,8,161,1,1,0,rose
579,4,0,0.0,2,365,1,2,3,black
234,1,0,0.0,1,156,2,1,0,rose
83,1,1,0.35,1,355,2,2,3,black
2000,4,5,1.32,1,279,1,1,2,purple
43,7,2,0.92,3,362,1,2,3,black
124,8,5,1.01,3,131,2,2,0,rose
56,30,0,0.0,3,180,1,2,3,black
142,5,0,0.0,18,365,1,2,3,black
129,1,0,0.0,18,180,1,2,3,black
46,7,0,0.0,3,365,1,2,3,black
127,1,0,0.0,1,358,2,1,3,black
120,2,7,1.48,2,89,2,2,0,rose
51,7,0,0.0,3,340,1,2,3,black
141,1,13,2.87,1,332,1,1,3,black
80,30,1,0.27,1,82,2,1,0,rose
200,2,4,0.84,1,187,1,1,3,black
260,31,0,0.0,526,338,1,1,3,black
349,31,0,0.0,526,96,3,1,0,rose
62,4,4,0.95,5,264,2,2,3,black
64,3,4,0.86,5,4,2,2,0,rose
153,1,43,8.66,3,217,3,1,3,black
215,2,2,0.71,2,145,3,1,0,rose
235,2,13,3.45,1,67,1,1,0,rose
64,3,4,0.84,1,179,2,2,3,black
143,3,3,0.68,1,40,2,2,0,rose
60,1,5,1.05,3,365,2,2,3,black
180,2,13,2.79,2,335,3,1,3,black
124,3,9,2.01,3,110,2,1,0,rose
312,2,13,2.81,2,23,2,1,0,rose
102,31,0,0.0,11,227,1,1,3,black
400,3,0,0.0,1,230,1,1,3,black
152,2,2,0.41,2,89,2,2,0,rose
200,2,14,3.02,1,291,1,1,3,black
217,1,5,2.59,3,197,1,2,3,black
80,1,1,0.23,1,202,3,2,3,black
200,1,3,0.74,3,297,2,1,3,black
175,2,3,0.97,3,177,3,1,3,black
125,30,0,0.0,124,341,1,1,3,black
642,1,0,0.0,13,156,1,1,3,black
277,30,0,0.0,1,90,3,1,0,rose
375,1,0,0.0,1,364,1,1,3,black
44,2,14,3.02,3,323,2,2,3,black
224,1,11,2.73,15,358,3,1,3,black
257,90,0,0.0,27,187,1,1,3,black
73,1,5,1.16,1,0,2,2,0,rose
247,1,0,0.0,2,365,2,3,3,black
560,1,0,0.0,6,365,3,3,3,black
225,1,1,0.47,3,308,2,1,3,black
119,30,5,1.5,10,350,1,1,3,black
480,1,0,0.0,6,365,3,3,3,black
59,1,18,3.7,13,90,3,2,0,rose
120,2,1,0.23,1,0,2,2,0,rose
936,3,7,1.96,2,331,1,1,2,purple
48,1,6,1.4,53,231,1,2,3,black
214,30,1,0.47,2,269,2,1,3,black
168,1,5,1.06,1,160,1,1,0,rose
110,2,13,2.91,2,96,4,1,0,rose
315,30,0,0.0,5,270,1,1,3,black
93,2,3,0.7,1,180,4,1,3,black
223,30,0,0.0,1,180,2,1,3,black
37,30,0,0.0,14,269,3,2,3,black
183,1,1,1.0,2,70,2,1,0,rose
125,30,0,0.0,1,278,2,1,3,black
37,30,1,0.28,14,62,3,2,0,rose
50,30,0,0.0,1,127,2,2,0,rose
77,3,16,3.4,4,27,3,2,0,rose
37,30,0,0.0,14,63,3,2,0,rose
37,30,0,0.0,14,365,3,2,3,black
103,1,5,2.31,1,330,3,1,3,black
272,5,7,1.78,1,13,1,1,0,rose
128,4,10,3.0,1,18,2,1,0,rose
57,30,1,0.29,2,275,1,2,3,black
37,30,1,0.39,14,74,3,2,0,rose
37,30,1,0.64,14,365,3,2,3,black
37,30,0,0.0,14,86,3,2,0,rose
37,30,0,0.0,14,364,3,2,3,black
42,30,0,0.0,5,364,2,2,3,black
44,3,1,0.23,1,278,3,2,3,black
77,2,10,2.4,1,264,3,2,3,black
56,1,41,8.54,2,344,3,2,3,black
225,2,8,1.73,1,364,3,1,3,black
89,1,1,0.22,7,79,3,2,0,rose
250,2,3,0.67,1,75,4,1,0,rose
850,1,0,0.0,1,364,1,1,2,purple
100,1,14,3.11,1,172,5,1,0,rose
42,30,0,0.0,5,364,2,2,3,black
247,1,14,2.9,2,100,1,1,0,rose
42,30,0,0.0,5,364,2,2,3,black
133,30,0,0.0,124,249,1,1,3,black
166,1,5,1.11,15,362,1,2,3,black
89,1,2,0.47,7,270,3,2,3,black
