Price,Min Nights,No of Reviews,Latitude,Longitude,Reviews Per Month,Calculated Host Listings,Availability,Neighbourhood Group Code,Room Type Code,Clusters,Cluster
153,30,26,40.73368,-74.00797,0.26,38,294,1,1,0,gray
90,3,289,40.70840625032512,-73.92137992219641,2.8,1,75,2,1,3,black
40,30,13,40.75482,-73.90828,0.13,17,332,3,2,0,gray
147,30,12,40.71675,-73.95362,0.12,1,0,2,1,3,black
115,30,1,40.80455,-73.95651,0.01,1,0,1,1,3,black
62,2,25,40.76226,-73.91351,0.55,2,5,3,2,3,black
471,1,0,40.77517,-73.95386,0.0,1,365,1,2,0,gray
275,30,0,40.80655,-73.94854,0.0,1,0,1,1,3,black
185,3,1,40.68569,-73.98224,0.01,1,0,2,1,3,black
160,4,59,40.68432,-73.96469,0.57,1,74,2,1,3,black
279,30,4,40.68188,-73.97786,0.04,1,0,2,1,3,black
74,1,732,40.71067,-73.9525,7.02,2,0,2,2,3,black
170,4,126,40.66874,-73.97962,1.22,1,0,2,1,3,black
200,30,19,40.73044,-73.98549,0.18,1,0,1,1,3,black
125,30,1,40.71685,-73.96137,0.01,1,0,2,1,3,black
50,1,160,40.75678,-73.98995,1.66,1,0,1,2,3,black
250,30,6,40.79179,-73.97541,0.06,1,0,1,2,3,black
45,30,1,40.76315,-73.92709,0.01,1,0,3,2,3,black
100,30,12,40.75914,-73.96119,0.12,1,0,1,1,3,black
350,30,1,40.72364,-73.99307,0.01,1,0,1,1,3,black
229,30,21,40.74576,-73.97439,0.2,1,0,1,1,3,black
170,5,35,40.7187,-73.98578,0.34,1,159,1,2,3,black
65,21,10,40.74246,-73.9272,0.2,1,100,3,2,3,black
80,30,27,40.81468,-73.94582,0.26,1,0,1,2,3,black
120,31,23,40.80259,-73.95563,0.24,1,0,1,2,3,black
55,30,0,40.69119,-73.95464,0.0,2,0,2,2,3,black
60,30,1,40.68168,-73.97978,0.01,1,0,2,2,3,black
104,30,49,40.67046,-73.95618,0.48,2,0,2,1,3,black
125,6,14,40.6602,-73.96014,0.14,2,0,2,1,3,black
199,30,1,40.7407,-74.00114,0.02,1,57,1,1,3,black
95,3,21,40.80948,-73.9243,0.38,2,134,4,2,3,black
165,30,2,40.72901,-73.99963,0.02,1,0,1,1,3,black
190,5,5,40.73294,-73.98436,0.05,1,0,1,1,3,black
139,365,13,40.70778,-74.0048,0.13,1,365,1,2,0,gray
349,30,10,40.72898,-74.00367,0.1,1,0,1,1,3,black
150,30,0,40.7129,-73.95673,0.0,1,0,2,2,3,black
146,30,95,40.70882,-73.96889,0.92,1,48,2,1,3,black
96,30,8,40.70462,-74.00811,0.08,2,0,1,3,3,black
200,30,3,40.7213,-73.99619,0.03,1,0,1,1,3,black
135,4,144,40.81469,-73.94324,1.44,7,210,1,1,0,gray
115,4,230,40.74674,-73.88593,2.22,3,190,3,1,0,gray
42,30,4,40.67705,-73.94499,0.05,2,0,2,2,3,black
160,30,64,40.7187,-73.94903,0.61,1,33,2,1,3,black
120,30,0,40.72102,-73.98622,0.0,1,0,1,1,3,black
42,4,76,40.63883,-73.91748,0.74,2,102,2,2,3,black
200,2,167,40.67751,-73.97503,1.61,2,228,2,2,0,gray
325,30,23,40.72777,-74.00427,0.22,1,187,1,1,0,gray
90,30,2,40.68127,-73.94865,0.02,1,0,2,1,3,black
49,4,62,40.64039,-73.91576,0.6,2,112,2,2,3,black
40,1,202,40.77443,-73.91925,1.95,4,320,3,2,0,gray
40,1,280,40.77364,-73.91987,2.69,4,319,3,2,0,gray
65,30,122,40.87647,-73.87626,1.18,1,365,4,2,0,gray
200,30,6,40.70772,-74.01557,0.06,1,0,1,1,3,black
100,30,0,40.83456,-73.94344,0.0,1,0,1,2,3,black
225,30,5,40.73645,-74.00122,0.05,1,0,1,1,3,black
70,30,6,40.83377,-73.94278,0.06,2,365,1,2,0,gray
107,30,136,40.76412,-73.88197,1.31,8,347,3,1,0,gray
185,30,18,40.69036,-73.98024,0.26,1,158,2,1,3,black
39,30,4,40.74205,-73.90862,0.04,17,364,3,2,0,gray
120,9,19,40.70824,-73.94681,0.19,1,0,2,1,3,black
149,30,34,40.68586,-73.95558,0.66,1,245,2,1,0,gray
199,30,5,40.73317,-74.00356,0.05,1,0,1,1,3,black
119,30,1,40.6337,-74.02527,0.01,1,0,2,1,3,black
150,30,8,40.72014,-73.98601,0.08,1,0,1,1,3,black
43,30,7,40.75324,-73.91308,0.29,1,119,3,2,3,black
120,25,20,40.81923,-73.95248,0.2,1,244,1,1,0,gray
133,1,10,40.71382,-74.00546,0.34,1,0,1,2,3,black
250,30,56,40.57716,-74.14087,0.57,1,303,5,1,0,gray
120,4,183,40.66644,-73.92964,1.78,1,248,2,1,0,gray
70,30,5,40.70688,-73.93491,0.05,1,0,2,2,3,black
78,4,199,40.67308,-73.92508,1.95,3,239,2,1,0,gray
130,30,101,40.71654,-73.99109,0.97,1,0,1,1,3,black
136,3,171,40.62265,-73.92658,1.65,2,362,2,1,0,gray
100,30,11,40.6685,-73.94703,0.12,1,0,2,1,3,black
300,30,2,40.74802,-73.97278,0.02,1,0,1,1,3,black
303,5,54,40.80071,-73.95948,1.28,1,34,1,1,3,black
99,30,26,40.73637,-73.98604,0.27,1,0,1,1,3,black
200,30,0,40.75086,-73.88755,0.0,1,88,3,2,3,black
104,30,9,40.62918,-73.96384,0.09,1,0,2,1,3,black
150,30,0,40.71952,-73.95374,0.0,1,0,2,1,3,black
99,30,16,40.76271,-73.90882,0.15,1,364,3,2,0,gray
79,30,47,40.67799,-73.9643,0.49,2,0,2,2,3,black
109,265,19,40.74857,-73.99708,0.19,19,196,1,1,0,gray
128,30,6,40.77116,-73.95685,0.08,31,244,1,1,0,gray
79,30,7,40.66304,-73.92507,0.07,2,364,2,2,0,gray
70,30,29,40.8328,-73.94895,0.32,1,264,1,2,0,gray
140,70,0,40.71957,-73.9863,0.0,1,0,1,1,3,black
120,30,12,40.73094,-73.95202,0.12,1,0,2,1,3,black
160,30,45,40.6357,-73.95596,0.51,1,365,2,1,0,gray
132,30,11,40.72285,-73.94177,0.11,1,0,2,1,3,black
90,30,1,40.83264,-73.91681,0.01,1,0,4,1,3,black
250,30,7,40.72524,-73.98074,0.07,1,0,1,1,3,black
75,4,3,40.83515,-73.93831,0.03,1,0,1,1,3,black
80,30,0,40.67152,-73.92687,0.0,1,0,2,2,3,black
41,1,185,40.64064,-73.961639,1.8,1,349,2,3,0,gray
58,60,3,40.6765,-73.96466,0.04,2,1,2,2,3,black
250,30,0,40.78085,-73.98471,0.0,1,0,1,1,3,black
80,30,4,40.85621,-73.93209,0.04,1,0,1,1,3,black
45,30,3,40.7512,-73.94019,0.04,1,0,3,2,3,black
95,30,25,40.77341079711914,-73.91718292236328,0.25,1,77,3,2,3,black
50,30,5,40.81118,-73.94121,0.06,1,0,1,2,3,black
45,30,14,40.80866,-73.92069,0.15,1,0,4,2,3,black
300,30,7,40.71472,-73.99123,0.07,1,0,1,1,3,black
88,30,3,40.68834,-73.97321,0.04,1,0,2,1,3,black
80,30,27,40.76341,-73.928,0.26,1,0,3,2,3,black
75,30,17,40.80805,-73.94496,0.21,1,0,1,1,3,black
80,30,70,40.70909,-73.8181,0.7,1,310,3,2,0,gray
225,30,3,40.67863,-74.01086,0.07,1,9,2,1,3,black
110,30,1,40.75824,-73.9202,0.01,1,0,3,1,3,black
260,30,0,40.79053,-73.97615,0.0,1,0,1,1,3,black
100,30,24,40.75351,-73.89483,0.23,1,0,3,1,3,black
49,4,94,40.68885,-73.92378,1.15,2,51,2,2,3,black
225,30,7,40.70619,-74.01791,0.07,1,0,1,1,3,black
45,30,1,40.82621,-73.93978,0.01,1,0,1,2,3,black
99,30,5,40.81403,-73.94149,0.05,1,0,1,1,3,black
92,30,93,40.71721,-73.95869,0.9,1,0,2,1,3,black
48,8,45,40.70899,-73.9027,0.48,1,70,3,2,3,black
99,30,222,40.69414,-73.99572,2.16,1,241,2,2,0,gray
341,30,216,40.71934,-73.95839,2.11,1,278,2,1,0,gray
100,30,14,40.71538,-73.9908,0.14,2,0,1,2,3,black
200,30,14,40.68228,-73.96075,0.14,1,0,2,1,3,black
99,2,37,40.69281,-73.93759,0.36,4,280,2,2,0,gray
103,30,45,40.66988,-73.97764,0.45,1,0,2,2,3,black
63,59,5,40.77,-73.92833,0.05,1,179,3,2,0,gray
35,2,29,40.83401,-73.9168,0.33,1,0,4,3,3,black
90,20,16,40.74476,-73.97837,0.16,2,0,1,2,3,black
40,30,1,40.68264,-73.96243,0.01,1,0,2,2,3,black
189,30,69,40.76122,-73.98801,0.74,1,0,1,1,3,black
800,5,4,40.79877,-73.96805,0.05,1,225,1,1,1,green
125,7,6,40.69171,-73.95997,0.06,1,37,2,1,3,black
139,12,25,40.7317,-74.00424,0.32,1,120,1,1,3,black
800,30,12,40.68805,-73.95865,0.17,1,0,2,1,1,green
65,30,0,40.68762,-73.9162,0.0,1,0,2,2,3,black
96,30,137,40.68592,-73.93087,1.35,1,311,2,1,0,gray
170,30,3,40.79288,-73.97649,0.03,2,0,1,2,3,black
130,30,97,40.79304,-73.97495,0.95,2,0,1,1,3,black
85,7,59,40.80468,-73.94913,0.75,2,265,1,2,0,gray
154,2,24,40.81167,-73.85387,0.24,6,0,4,2,3,black
85,30,1,40.62433,-74.02892,0.01,1,0,2,2,3,black
226,2,287,40.72586,-73.99515,2.95,1,9,1,1,3,black
120,5,2,40.71354,-74.0049,0.05,1,0,1,1,3,black
75,30,0,40.81204,-73.85526,0.0,6,0,4,2,3,black
125,30,12,40.61942,-73.92315,0.13,1,143,2,1,3,black
79,30,71,40.87271,-73.92026,0.69,1,38,1,1,3,black
95,30,0,40.67968,-73.97407,0.0,2,0,2,1,3,black
150,30,1,40.73341,-73.98762,0.01,1,0,1,2,3,black
100,30,0,40.69525,-73.93768,0.0,1,0,2,2,3,black
199,30,9,40.68448,-73.91352,0.11,1,0,2,1,3,black
52,30,5,40.70067,-73.90657,0.05,1,0,3,1,3,black
432,2,62,40.67987,-73.93884,0.67,2,199,2,1,0,gray
200,30,1,40.74499,-73.97565,0.01,1,0,1,1,3,black
39,60,47,40.82235,-73.95407,0.46,1,339,1,2,0,gray
397,30,10,40.72191,-74.00017,0.1,1,0,1,1,3,black
190,2,290,40.71326,-73.93859,2.84,1,0,2,1,3,black
128,30,43,40.72812,-74.00014,0.43,1,50,1,1,3,black
71,30,14,40.66293,-73.92522,0.21,2,365,2,2,0,gray
70,1,145,40.82914,-73.85473,1.59,1,363,4,2,0,gray
65,30,0,40.64412,-73.95012,0.0,1,0,2,2,3,black
75,30,0,40.72207,-73.94005,0.0,1,0,2,1,3,black
160,30,0,40.68741,-73.99477,0.0,1,0,2,1,3,black
166,30,0,40.72893,-73.98253,0.0,1,0,1,1,3,black
65,30,0,40.63571,-73.96101,0.0,1,0,2,2,3,black
130,30,1,40.63562,-74.0235,0.02,1,0,2,1,3,black
53,30,7,40.62944,-73.95639,0.07,1,364,2,2,0,gray
115,3,64,40.65235,-73.95402,0.63,1,0,2,1,3,black
103,30,0,40.68316,-73.96163,0.0,1,0,2,1,3,black
130,30,34,40.81491,-73.95412,0.33,2,0,1,1,3,black
350,30,0,40.73111,-73.99287,0.0,1,0,1,1,3,black
183,5,154,40.66733,-73.98622,1.51,1,17,2,1,3,black
50,30,0,40.7899,-73.97624,0.0,1,0,1,2,3,black
225,30,0,40.72231,-73.99456,0.0,1,0,1,2,3,black
240,30,7,40.74759,-73.98539,0.07,1,0,1,1,3,black
270,30,0,40.74321,-73.98192,0.0,1,0,1,1,3,black
300,30,188,40.70448,-73.98541,1.83,1,344,2,1,0,gray
1400,90,31,40.75465,-73.95662,0.3,1,90,1,1,1,green
500,30,34,40.71442,-73.94654,0.33,1,88,2,2,3,black
350,30,0,40.72626,-73.99173,0.0,2,0,1,1,3,black
250,30,17,40.75249,-74.00163,0.17,1,55,1,1,3,black
115,7,41,40.63603,-74.0951,0.4,1,173,5,1,0,gray
120,30,4,40.66244,-73.95929,0.04,1,0,2,1,3,black
100,30,2,40.7104,-73.96642,0.02,1,0,2,1,3,black
133,2,357,40.68085,-73.94861,3.47,1,277,2,1,0,gray
175,30,2,40.70758,-73.94858,0.02,1,0,2,1,3,black
385,30,10,40.67708,-74.01237,0.1,1,0,2,1,3,black
94,30,308,40.80988,-73.94403,3.28,1,365,1,1,0,gray
225,30,1,40.73323,-73.99294,0.01,1,0,1,1,3,black
275,30,3,40.66322,-73.95184,0.03,1,0,2,1,3,black
93,30,26,40.68696,-73.91698,0.25,1,0,2,1,3,black
115,30,3,40.71626,-73.93968,0.03,1,0,2,1,3,black
110,30,0,40.8838,-73.89513,0.0,1,0,4,1,3,black
66,30,27,40.72667,-73.94139,0.28,1,0,2,1,3,black
135,3,308,40.68148,-73.94275,3.01,1,153,2,1,3,black
200,30,1,40.72861,-73.98529,0.01,1,0,1,1,3,black
220,3,173,40.72283,-73.93921,1.69,1,225,2,1,0,gray
149,30,200,40.75615,-73.99357,1.93,1,0,1,2,3,black
98,2,232,40.70669,-73.91824,2.27,1,13,2,2,3,black
100,30,9,40.65862,-73.87867,0.09,1,0,2,1,3,black
155,30,2,40.67687,-73.97897,0.02,1,0,2,1,3,black
172,3,264,40.68401,-73.95626,2.57,2,169,2,1,0,gray
550,30,1,40.71363,-74.0063,0.05,15,363,1,1,0,gray
115,30,16,40.73455,-74.00614,0.15,1,0,1,1,3,black
124,30,9,40.68984,-73.9884,0.09,1,126,2,1,3,black
156,30,3,40.68288,-73.9611,0.03,1,0,2,1,3,black
73,30,7,40.68246,-73.96511,0.07,1,0,2,1,3,black
175,30,8,40.79921,-73.96171,0.08,1,0,1,1,3,black
95,30,46,40.704,-73.89389,0.54,1,0,3,2,3,black
149,30,3,40.7253,-73.94017,0.03,29,361,2,1,0,gray
170,4,158,40.71336,-73.849,1.53,1,19,3,1,3,black
150,30,0,40.71752,-73.94187,0.0,1,0,2,3,3,black
46,2,130,40.86639,-73.90151,1.31,4,364,4,2,0,gray
350,3,32,40.63725,-73.89452,0.66,2,179,2,1,0,gray
211,30,77,40.74675,-74.00362,0.75,1,172,1,1,0,gray
190,30,143,40.74372,-73.90856,1.42,1,0,3,1,3,black
100,30,151,40.67376,-73.99726,1.58,1,1,2,1,3,black
184,2,327,40.74912,-73.99667,3.2,3,115,1,1,3,black
91,1,202,40.72357,-73.98753,2.44,2,2,1,2,3,black
150,30,0,40.77065,-73.95163,0.0,1,0,1,1,3,black
250,30,1,40.78263,-73.97596,0.01,1,0,1,1,3,black
170,4,50,40.6844,-73.95924,0.49,1,122,2,1,3,black
61,30,33,40.63355,-74.03016,0.32,1,365,2,2,0,gray
85,1,75,40.63664,-74.02598,0.73,2,180,2,2,0,gray
60,30,54,40.68565,-73.95123,0.53,12,340,2,2,0,gray
145,31,105,40.68358,-73.96424,1.03,1,87,2,1,3,black
161,30,222,40.66627,-73.98801,2.19,1,146,2,1,3,black
65,30,0,40.67284,-73.9521,0.0,1,0,2,2,3,black
100,30,22,40.73363,-73.79806,0.22,1,269,3,1,0,gray
9990,30,9,40.7248,-73.98951,0.1,1,0,1,2,2,red
90,2,143,40.69095,-73.91628,1.4,1,365,2,2,0,gray
64,5,4,40.71682,-73.9433,0.04,1,0,2,2,3,black
188,3,246,40.68684,-73.95112,2.42,2,177,2,1,0,gray
150,30,2,40.7064,-74.00796,0.02,2,0,1,1,3,black
100,30,23,40.80711,-73.93784,0.24,1,337,1,1,0,gray
89,1,450,40.68491,-73.79561,4.4,1,359,3,1,0,gray
110,30,74,40.72457,-73.98866,0.77,1,0,1,2,3,black
100,30,0,40.74808,-73.90404,0.0,1,0,3,2,3,black
123,31,220,40.7164,-73.95474,2.17,1,276,2,1,0,gray
75,30,1,40.73093,-73.95332,0.01,1,0,2,2,3,black
41,30,1,40.8544,-73.93091,0.01,1,0,1,3,3,black
100,30,10,40.78551,-73.97324,0.11,1,0,1,2,3,black
126,10,43,40.767,-73.98499,0.42,1,9,1,1,3,black
150,30,14,40.67664,-73.95818,0.15,1,0,2,1,3,black
125,30,6,40.72452,-73.90629,0.06,2,0,3,1,3,black
98,2,22,40.69531,-73.94106,0.22,4,365,2,2,0,gray
200,30,2,40.74283,-73.95002,0.02,1,0,3,1,3,black
250,30,5,40.77686,-73.9788,0.06,1,0,1,1,3,black
147,2,76,40.70771,-74.00794,0.88,1,75,1,2,3,black
150,30,0,40.67495,-73.80526,0.0,1,365,3,2,0,gray
10000,30,0,40.74249,-73.95236,0.0,1,365,3,2,2,red
148,2,269,40.67985,-73.93668,2.61,2,284,2,1,0,gray
116,30,20,40.74865,-74.00136,0.2,2,0,1,2,3,black
178,30,23,40.68827,-73.97836,0.25,1,0,2,1,3,black
295,5,16,40.75427,-73.99184,0.16,1,0,1,1,3,black
290,7,45,40.67039,-73.93955,0.44,1,338,2,1,0,gray
425,4,15,40.74792,-73.98198,0.24,1,179,1,2,0,gray
150,30,9,40.80981,-73.9597,0.09,1,0,1,1,3,black
180,30,2,40.68627,-73.99052,0.02,1,0,2,1,3,black
83,2,61,40.69548,-73.93517,0.59,2,0,2,2,3,black
150,30,92,40.81811,-73.9459,0.94,1,156,1,1,3,black
219,5,29,40.68519,-73.94124,0.29,1,223,2,1,0,gray
70,30,2,40.76054,-73.91786,0.02,1,0,3,2,3,black
225,30,2,40.76522,-73.99353,0.02,1,0,1,1,3,black
200,90,91,40.69867,-73.92866,0.89,1,0,2,1,3,black
150,30,0,40.76842,-73.98589,0.0,1,0,1,1,3,black
235,30,66,40.68692,-73.97144,0.65,4,365,2,1,0,gray
41,30,9,40.76497,-73.91029,0.1,17,332,3,2,0,gray
300,30,5,40.68767,-73.97504,0.05,1,0,2,1,3,black
135,30,6,40.72934,-73.98603,0.06,1,0,1,1,3,black
199,30,7,40.72746,-73.94016,0.07,29,252,2,1,0,gray
140,30,0,40.66355,-73.99547,0.0,1,0,2,1,3,black
42,30,17,40.75841,-73.91544,0.18,17,311,3,2,0,gray
199,30,18,40.7337,-73.98268,0.18,1,0,1,1,3,black
39,30,25,40.68542,-73.95762,0.31,2,365,2,3,0,gray
73,30,2,40.72176,-73.98695,0.02,1,0,1,2,3,black
125,30,0,40.71794,-73.95682,0.0,1,0,2,2,3,black
89,30,7,40.70698,-73.89631,0.08,1,229,3,1,0,gray
75,30,240,40.77625,-73.97909,2.36,1,99,1,2,3,black
110,3,218,40.7966,-73.93824,2.14,2,122,1,2,3,black
69,30,33,40.64366,-73.95924,0.33,1,0,2,2,3,black
150,30,0,40.7239,-73.98312,0.0,1,0,1,1,3,black
138,2,522,40.76375,-73.99271,5.09,1,148,1,2,3,black
219,30,9,40.72728,-73.98926,0.09,1,0,1,1,3,black
69,30,1,40.79065,-73.9483,0.01,1,0,1,2,3,black
129,31,112,40.76191,-73.92119,1.1,2,68,3,1,3,black
145,30,8,40.67774,-73.96398,0.08,1,0,2,1,3,black
154,2,7,40.73398,-73.95396,0.07,2,0,2,1,3,black
98,23,58,40.73506,-73.98142,0.57,1,255,1,2,0,gray
65,1,150,40.6871,-73.92263,1.67,3,62,2,2,3,black
79,2,204,40.74773,-74.00144,2.2,1,246,1,3,0,gray
90,2,156,40.6403,-73.89549,1.53,1,365,2,2,0,gray
150,30,36,40.80068,-73.95154,0.4,2,4,1,3,3,black
300,30,57,40.76719,-73.96296,0.59,1,0,1,1,3,black
45,30,0,40.70941,-73.94556,0.0,1,0,2,2,3,black
239,30,23,40.71602,-74.00464,0.23,1,0,1,1,3,black
314,30,0,40.73201,-74.00541,0.0,1,0,1,1,3,black
60,30,0,40.66156,-73.9874,0.0,1,0,2,1,3,black
40,30,181,40.81951,-73.9546,1.78,3,302,1,2,0,gray
125,120,21,40.78054,-73.94992,0.32,2,0,1,1,3,black
50,30,27,40.6676,-73.94988,0.32,2,291,2,2,0,gray
200,30,0,40.77172,-73.91769,0.0,1,0,3,1,3,black
325,30,19,40.73978,-73.99928,0.19,1,0,1,1,3,black
230,3,287,40.80791,-73.94046,2.83,2,153,1,1,3,black
90,7,4,40.81024,-73.95288,0.91,1,14,1,1,3,black
100,30,0,40.69341,-73.92266,0.0,1,0,2,1,3,black
81,30,8,40.6884,-73.97332,0.09,1,0,2,1,3,black
240,5,62,40.82296,-73.95109,0.65,3,149,1,2,3,black
64,30,14,40.69014,-73.9594,0.15,1,0,2,2,3,black
59,1,18,40.73619,-73.87359,0.38,1,0,3,2,3,black
163,30,95,40.77769,-73.78206,1.06,1,0,3,1,3,black
100,30,4,40.70272,-73.92914,0.04,1,0,2,1,3,black
99,30,33,40.72251,-73.98911,0.33,6,38,1,1,3,black
125,30,6,40.63971,-73.96817,0.06,1,0,2,1,3,black
50,30,0,40.67605,-73.95997,0.0,1,0,2,2,3,black
141,30,108,40.70453,-73.90152,1.13,1,3,3,1,3,black
80,30,2,40.65681,-73.9484,0.02,1,0,2,2,3,black
98,30,147,40.6968,-73.90816,1.48,1,235,2,1,0,gray
199,2,10,40.72867,-73.982,0.1,1,0,1,1,3,black
149,30,26,40.73502,-73.99361,0.25,1,0,1,1,3,black
350,30,0,40.73577,-73.98455,0.0,1,0,1,1,3,black
80,30,5,40.77769,-73.98096,0.05,1,0,1,1,3,black
223,2,143,40.6764,-73.97572,1.42,1,118,2,1,3,black
250,3,1,40.6806428867746,-73.9623898221714,0.01,2,361,2,1,0,gray
150,30,26,40.81841,-73.95467,0.26,1,0,1,2,3,black
211,2,12,40.81446,-73.94156,0.13,1,89,1,2,3,black
350,30,0,40.77695,-73.98133,0.0,1,0,1,1,3,black
100,30,0,40.70407,-73.93562,0.0,1,0,2,2,3,black
50,14,0,40.69147187434402,-73.94199688902033,0.0,1,88,2,2,3,black
200,5,9,40.7048,-74.01078,1.82,1,279,1,1,0,gray
75,30,5,40.80645,-73.93959,0.05,2,0,1,2,3,black
159,2,249,40.70832,-73.95588,2.74,1,10,2,1,3,black
165,30,0,40.69735,-73.93176,0.0,1,0,2,1,3,black
95,30,17,40.70054,-73.82785,0.17,3,65,3,1,3,black
99,30,77,40.67247,-73.94797,0.77,3,364,2,2,0,gray
133,1,82,40.72424,-73.94826,0.86,1,26,2,1,3,black
56,30,1,40.715,-73.95466,0.01,1,0,2,2,3,black
150,30,7,40.71773,-73.95318,0.07,1,0,2,1,3,black
450,30,1,40.73113,-73.99412,0.01,1,0,1,1,3,black
160,30,8,40.76363,-73.98871,0.08,1,0,1,1,3,black
45,30,20,40.7993,-73.93895,0.2,4,345,1,2,0,gray
215,30,5,40.721,-73.99536,0.05,1,0,1,1,3,black
118,30,34,40.65288,-73.94223,0.35,2,197,2,1,0,gray
202,4,275,40.72775,-73.98454,2.74,1,123,1,1,3,black
175,2,249,40.72108,-73.95967,2.5,1,237,2,1,0,gray
192,5,241,40.68397,-73.93911,2.42,1,240,2,1,0,gray
145,2,328,40.73098,-74.004822,3.58,1,32,1,2,3,black
110,4,319,40.68673,-73.96587,3.19,1,147,2,1,3,black
60,30,4,40.70225,-73.91418,0.04,1,0,2,2,3,black
180,30,7,40.66174,-73.98404,0.07,1,0,2,1,3,black
65,30,41,40.67389,-73.95346,0.61,1,349,2,2,0,gray
120,30,1,40.71033,-73.94728,0.01,1,0,2,1,3,black
55,30,0,40.69392,-73.94455,0.0,1,0,2,2,3,black
180,2,1,40.73904,-74.00167,0.01,1,0,1,1,3,black
77,30,36,40.78398,-73.97458,0.37,1,0,1,1,3,black
50,30,12,40.69435,-73.91852,0.12,1,0,2,2,3,black
200,30,3,40.72095,-73.95559,0.03,1,0,2,1,3,black
39,30,68,40.79627,-73.93964,0.71,2,0,1,2,3,black
140,2,230,40.69073,-73.94072,3.62,1,29,2,1,3,black
175,30,2,40.71278,-73.98073,0.02,1,0,1,1,3,black
199,30,3,40.81421,-73.94225,0.03,1,362,1,2,0,gray
45,30,1,40.67054,-73.95668,0.01,1,0,2,2,3,black
129,30,0,40.75506,-73.99622,0.0,1,0,1,2,3,black
175,30,0,40.73106,-74.00369,0.0,2,0,1,1,3,black
135,30,1,40.71653,-73.95973,0.01,1,0,2,2,3,black
110,30,0,40.72928,-74.00372,0.0,2,0,1,2,3,black
275,30,0,40.71801,-73.99099,0.0,1,0,1,1,3,black
175,30,1,40.78749,-73.97087,0.01,1,0,1,1,3,black
180,30,3,40.68152,-73.9727,0.03,1,7,2,1,3,black
99,30,0,40.75863,-73.92792,0.0,1,0,3,1,3,black
76,30,37,40.64889,-73.96501,0.37,2,180,2,2,0,gray
200,3,140,40.71359,-73.9554,1.43,1,17,2,1,3,black
200,1,17,40.69054,-73.99258,0.17,1,6,2,1,3,black
115,30,9,40.68689,-73.95725,0.09,1,0,2,1,3,black
172,30,3,40.77309,-73.95616,0.03,1,0,1,3,3,black
100,30,0,40.71008,-73.93729,0.0,1,0,2,2,3,black
120,14,12,40.86541,-73.92738,0.13,1,277,1,1,0,gray
130,30,10,40.7415,-73.97914,0.11,7,274,1,1,0,gray
365,7,164,40.74963,-73.99793,1.63,1,11,1,1,3,black
70,30,4,40.77304,-73.91167,0.09,1,0,3,2,3,black
655,4,238,40.80633,-73.94585,2.37,1,138,1,1,0,gray
130,30,10,40.78644,-73.97739,0.1,1,0,1,1,3,black
508,6,296,40.75674,-73.98438,2.92,2,130,1,1,0,gray
200,2,2,40.76477,-73.99507,0.02,1,0,1,1,3,black
231,1,303,40.75398,-73.99982,3.34,2,200,1,1,0,gray
125,30,7,40.77495,-73.95117,0.07,1,0,1,1,3,black
225,30,1,40.74776,-73.94562,0.01,1,0,3,1,3,black
115,1,275,40.75892,-73.99526,2.74,1,317,1,2,0,gray
107,30,193,40.75956,-73.9888,1.91,1,365,1,1,0,gray
89,30,75,40.76043,-73.99574,0.74,2,278,1,2,0,gray
150,30,15,40.81629,-73.96033,0.22,1,0,1,1,3,black
200,30,23,40.71874,-73.99164,0.23,1,0,1,1,3,black
120,30,4,40.69749,-73.93488,0.04,1,183,2,1,0,gray
90,30,83,40.63241,-73.90313,0.85,1,306,2,1,0,gray
160,30,2,40.66914,-73.98472,0.02,1,0,2,1,3,black
179,30,2,40.70411,-74.00805,0.02,1,0,1,1,3,black
150,30,0,40.66809,-73.99113,0.0,1,0,2,1,3,black
100,60,7,40.79783,-73.94027,0.07,2,73,1,1,3,black
99,30,1,40.66264,-73.98254,0.01,1,0,2,2,3,black
130,30,4,40.80793,-73.95745,0.04,1,0,1,1,3,black
148,30,12,40.80717,-73.96028,0.12,1,0,1,1,3,black
280,30,29,40.78096,-73.98214,0.29,1,119,1,1,3,black
120,30,3,40.68314,-73.98238,0.03,1,0,2,1,3,black
149,3,161,40.72872,-73.82548,1.66,2,335,3,1,0,gray
100,30,2,40.70242,-74.00912,0.02,1,0,1,2,3,black
150,30,0,40.73793,-73.99802,0.0,1,0,1,2,3,black
111,30,1,40.73461,-74.00627,0.02,2,0,1,1,3,black
50,30,2,40.65188,-74.00611,0.02,1,0,2,2,3,black
66,2,117,40.86635,-73.92009,1.22,2,291,1,2,0,gray
65,30,0,40.82225,-73.95266,0.0,1,0,1,2,3,black
68,3,82,40.70178,-73.90558,0.86,2,365,3,2,0,gray
293,3,91,40.68102,-73.97028,0.92,1,248,2,1,0,gray
80,30,11,40.64418,-73.96871,0.11,1,0,2,2,3,black
134,30,94,40.78807,-73.95074,0.93,1,34,1,1,3,black
74,180,0,40.75656,-73.99928,0.0,1,0,1,1,3,black
125,30,39,40.8025,-73.94969,0.43,1,108,1,1,3,black
140,30,11,40.68667,-73.95684,0.11,1,0,2,1,3,black
115,30,1,40.863,-73.92966,0.02,1,0,1,2,3,black
80,30,0,40.77334,-73.99031,0.0,1,0,1,3,3,black
140,30,104,40.82399,-73.94415,1.04,3,282,1,1,0,gray
130,2,25,40.77984,-73.98438,0.28,1,0,1,1,3,black
